time,Mean_depth,Mean_temp,Mean_salinity
09:54,-0.009,29.163333333333334,34.79257546
09:55,-0.005333333333333333,29.173333333333332,34.55431720833333
09:56,0.25283333333333335,29.153333333333332,34.475779366666664
09:57,0.271,29.148333333333333,34.37336095166667
09:58,0.2935,29.133333333333333,34.35716652333333
09:59,0.2655,29.12666666666667,34.36474024333333
10:00,0.263,29.130000000000003,34.32473379166667
10:01,0.2845,29.113333333333333,34.32714420333333
10:02,0.2575,29.123333333333335,34.27130458833334
10:03,0.24883333333333332,29.156666666666666,34.201042601666664
10:04,0.2851666666666667,29.148333333333333,34.199739148333336
10:05,0.26616666666666666,29.17666666666667,34.13275083833334
10:06,0.26183333333333336,29.178333333333335,34.1037702
10:07,0.2683333333333333,29.195,34.09413979
10:08,0.2815,29.196666666666665,34.063554215
10:09,0.26116666666666666,29.198333333333334,34.05128130833334
10:10,0.26366666666666666,29.213333333333335,34.08667679
10:11,0.2713333333333333,29.196666666666665,34.148533183333335
10:12,0.267,29.196666666666665,34.09020599666667
10:13,0.26983333333333337,29.14666666666667,34.05866182
10:14,0.261,29.086666666666666,34.004000250000004
10:15,0.2733333333333333,28.808333333333334,34.001272003333334
10:16,0.26133333333333336,28.733333333333334,34.00017504666667
10:17,0.2813333333333333,28.740000000000002,33.978373403333336
10:18,0.27183333333333337,28.805,33.97980046833334
10:19,0.271,28.746666666666666,33.590929
10:20,0.2768333333333333,28.82333333333333,33.859406836666665
10:21,0.2605,28.816666666666666,33.862649475
10:22,0.254,28.8,33.76857015833333
10:23,0.2665,28.884999999999998,33.75194912333333
10:24,0.24766666666666667,29.03333333333333,33.75069075166667
10:25,0.2695,29.061666666666667,33.744147025000004
10:26,0.27749999999999997,29.11,33.84417198166666
10:27,0.253,29.226666666666667,33.92407065
10:28,0.25966666666666666,29.183333333333334,33.933402705
10:29,0.2925,29.166666666666668,33.907096435
10:30,0.279,29.189999999999998,33.84606854
10:31,0.25116666666666665,29.348333333333333,33.720548838333336
10:32,0.26266666666666666,29.295,33.541841858333335
10:33,0.27266666666666667,29.188333333333333,33.10596493
10:34,0.25983333333333336,29.205,32.723241746666666
10:35,0.25566666666666665,29.293333333333333,33.26492487
10:36,0.275,29.283333333333335,33.38640071166667
10:37,0.26016666666666666,29.293333333333333,32.89664886833333
10:38,0.24633333333333335,29.291666666666664,32.867044945
10:39,0.269,29.311666666666667,33.607756906666665
10:40,0.2675,29.266666666666666,33.80796518166667
